run_id,stage_id,lane,status,judgment,path,notes
20260424_raw_m5_inventory,01_data_foundation__raw_m5_inventory,evidence,reviewed,positive,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_raw_m5_inventory,12/12 expected raw M5 symbols usable; no manifest mismatch; timezone binding remains open
20260424_time_semantics_probe,01_data_foundation__raw_m5_inventory,evidence,reviewed,negative_direct_utc_positive_broker_clock_candidate,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_time_semantics_probe,direct UTC match ratio 0.0 across 7417 equity symbol-days; broker wall-clock-like ratio 0.929082; closed by dual time-axis policy decision
20260424_broker_session_calendar_mapper,01_data_foundation__raw_m5_inventory,evidence,reviewed,positive,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_broker_session_calendar_mapper,Europe/Athens broker clock to America/New_York session mapper reviewed; full cash session ratio 0.854122; partial sessions explicit
20260424_feature_frame_target_probe,01_data_foundation__raw_m5_inventory,evidence,reviewed,positive,stages/01_data_foundation__raw_m5_inventory/02_runs/20260424_feature_frame_target_probe,selected first clean feature-frame target practical_start_full_cash_day_valid_rows_only; 54439 valid rows; handoff to 02_feature_frame__practical_full_cash_freeze
20260424_practical_full_cash_freeze_materialization,02_feature_frame__practical_full_cash_freeze,evidence,reviewed,positive,stages/02_feature_frame__practical_full_cash_freeze/02_runs/20260424_practical_full_cash_freeze_materialization,materialized first shared feature-frame freeze dataset_fpmarkets_v2_us100_m5_20220901_20260413_cashopen_fullcash_valid_freeze01; 54439 selected rows; external verification not applicable by claim
20260425_label_v1_fwd12_split_v1_materialization,03_training_dataset__label_split_contract,evidence,reviewed,positive,stages/03_training_dataset__label_split_contract/02_runs/20260425_label_v1,materialized first default 60-minute 3-class label/split training dataset; 46650 rows; external verification not applicable by claim
20260425_model_input_feature_set_v1_no_placeholder_top3_weights,04_model_input_readiness__weights_parity_feature_audit,evidence,reviewed,positive_interim_quarantine_materialized,stages/04_model_input_readiness__weights_parity_feature_audit/02_runs/20260425_model_input_feature_set_v1,materialized interim model-input quarantine artifact with placeholder top3 weight features excluded; 46650 rows; 56 included features; not the final pre-alpha 58-feature path; external verification not applicable by claim
20260425_top3_price_proxy_weights_v1,04_model_input_readiness__weights_parity_feature_audit,evidence,reviewed,positive_price_proxy_weights_materialized,stages/04_model_input_readiness__weights_parity_feature_audit/02_runs/20260425_top3_price_proxy_weights_v1,materialized MT5 price-proxy monthly top3 weights for MSFT/NVDA/AAPL; 45 months 2022-08 through 2026-04; bootstrap month 2022-08; weights are not actual NDX/QQQ weights
20260425_label_v1_fwd12_split_v1_proxyw58,04_model_input_readiness__weights_parity_feature_audit,evidence,reviewed,positive_proxy_training_dataset_materialized,stages/04_model_input_readiness__weights_parity_feature_audit/02_runs/20260425_label_v1_fwd12_split_v1_proxyw58,rematerialized label/split dataset from the MT5 price-proxy 58-feature frame; 46650 rows; train/validation/oos 29222/9844/7584
20260425_model_input_feature_set_v2_mt5_price_proxy_58,04_model_input_readiness__weights_parity_feature_audit,evidence,reviewed,positive_58_feature_proxy_input_materialized,stages/04_model_input_readiness__weights_parity_feature_audit/02_runs/20260425_mi_v2_proxy58,materialized selected Stage 04 58-feature model input with top3_weighted_return_1 and us100_minus_top3_weighted_return_1 restored using MT5 price-proxy weights; not actual index weights; handoff to Stage 05 audit
20260425_stage05_feature_integrity_audit_v1,05_feature_integrity__formula_time_alignment_leakage_audit,evidence,reviewed,positive_feature_integrity_audit_passed,stages/05_feature_integrity__formula_time_alignment_leakage_audit/02_runs/20260425_stage05_feature_integrity_audit_v1,integrated Stage 05 feature formula/time-session/external-alignment/label-leakage audit passed for the MT5 price-proxy 58-feature model input; 54439 feature-frame rows; 46650 model-input rows; no model quality or runtime authority claim
20260425_stage06_runtime_parity_blocked_v1,06_runtime_parity__python_mt5_runtime_authority,runtime,reviewed,blocked_runtime_authority_mt5_snapshot_missing_or_stale,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_blocked_v1,Stage 06 runtime probe(Stage 06 런타임 탐침) blocked(차단); Python snapshot(파이썬 스냅샷)과 MT5 handoff package(MT5 인계 묶음) 물질화; MetaEditor compile(메타에디터 컴파일) 0 errors/0 warnings(오류 0/경고 0); MT5 snapshot(MT5 스냅샷) 없음; checked-in MT5 audit tools(저장소 MT5 감사 도구)는 stale equal-weight surface(낡은 동일가중 표면); runtime authority(런타임 권위) 주장 없음
20260425_stage06_runtime_parity_closed_v1,06_runtime_parity__python_mt5_runtime_authority,runtime,reviewed,positive_runtime_parity_passed,stages/06_runtime_parity__python_mt5_runtime_authority/02_runs/20260425_stage06_runtime_parity_closed_v1,closed Stage 06 Python/MT5 runtime parity for the minimum fixture set; 5 Python snapshot rows and 5 MT5 snapshot rows compared; max abs diff 0.0000017512503873717833 within tolerance 0.00001; runtime authority only for Stage 06 minimum fixture set
20260425_stage07_baseline_training_smoke_v1,07_model_training_baseline__contract_preprocessing_smoke,model_training_smoke,reviewed,positive_baseline_training_smoke_passed,stages/07_model_training_baseline__contract_preprocessing_smoke/02_runs/20260425_stage07_baseline_training_smoke_v1,materialized Stage 07 Python-side baseline logistic-regression training smoke; 46650 model-input rows; 58 features; train/validation/oos 29222/9844/7584; model artifact model_fpmarkets_v2_stage07_logreg_smoke_v1; not alpha quality or operating promotion
run01A_logreg_threshold_mt5_scout_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01A_logreg_threshold_mt5_scout_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=324.13;validation_a_only_pf=1.3;validation_b_only_net_profit=49.48;validation_b_only_pf=2.76;validation_net_profit=355.65;validation_pf=1.33;validation_b_fallback_used=2366;oos_a_only_net_profit=130.01;oos_a_only_pf=1.15;oos_b_only_net_profit=-19.15;oos_b_only_pf=0.87;oos_net_profit=174.89;oos_pf=1.21;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01B_logreg_tier_threshold_risk_probe_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01B_logreg_tier_threshold_risk_probe_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=-15.36;validation_a_only_pf=0.99;validation_b_only_net_profit=52.18;validation_b_only_pf=7.67;validation_net_profit=-43.43;validation_pf=0.96;validation_b_fallback_used=2366;oos_a_only_net_profit=229.71;oos_a_only_pf=1.3;oos_b_only_net_profit=-19.1;oos_b_only_pf=0.75;oos_net_profit=257.52;oos_pf=1.34;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01C_logreg_b_strict_fallback_ablation_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01C_logreg_b_strict_fallback_ablation_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=324.13;validation_a_only_pf=1.3;validation_b_only_net_profit=44.4;validation_b_only_pf=3.93;validation_net_profit=330.01;validation_pf=1.31;validation_b_fallback_used=2366;oos_a_only_net_profit=130.01;oos_a_only_pf=1.15;oos_b_only_net_profit=-19.31;oos_b_only_pf=0.75;oos_net_profit=123.79;oos_pf=1.15;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01D_logreg_tier_a_strict_hold12_ablation_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01D_logreg_tier_a_strict_hold12_ablation_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=115.52;validation_a_only_pf=1.11;validation_b_only_net_profit=44.4;validation_b_only_pf=3.93;validation_net_profit=121.4;validation_pf=1.12;validation_b_fallback_used=2366;oos_a_only_net_profit=121.88;oos_a_only_pf=1.15;oos_b_only_net_profit=-19.31;oos_b_only_pf=0.75;oos_net_profit=103.64;oos_pf=1.13;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01E_logreg_a_base_b_strict_hold9_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01E_logreg_a_base_b_strict_hold9_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=82.69;validation_a_only_pf=1.07;validation_b_only_net_profit=52.18;validation_b_only_pf=7.67;validation_net_profit=54.62;validation_pf=1.05;validation_b_fallback_used=2366;oos_a_only_net_profit=256.99;oos_a_only_pf=1.34;oos_b_only_net_profit=-19.1;oos_b_only_pf=0.75;oos_net_profit=281.83;oos_pf=1.37;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01F_logreg_a_base_b_base_hold9_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01F_logreg_a_base_b_base_hold9_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=82.69;validation_a_only_pf=1.07;validation_b_only_net_profit=28.09;validation_b_only_pf=1.71;validation_net_profit=54.3;validation_pf=1.05;validation_b_fallback_used=2366;oos_a_only_net_profit=256.99;oos_a_only_pf=1.34;oos_b_only_net_profit=-32.35;oos_b_only_pf=0.84;oos_net_profit=280.91;oos_pf=1.36;oos_b_fallback_used=1062;external_verification=completed;boundary=runtime_probe_only
run01G_logreg_a_base_no_fallback_hold9_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01G_logreg_a_base_no_fallback_hold9_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=82.69;validation_a_only_pf=1.07;validation_b_only_net_profit=28.09;validation_b_only_pf=1.71;validation_net_profit=82.69;validation_pf=1.07;validation_b_fallback_used=0;oos_a_only_net_profit=256.99;oos_a_only_pf=1.34;oos_b_only_net_profit=-32.35;oos_b_only_pf=0.84;oos_net_profit=256.99;oos_pf=1.34;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01H_logreg_a_base_no_fallback_hold3_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01H_logreg_a_base_no_fallback_hold3_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=15.36;validation_a_only_pf=1.01;validation_b_only_net_profit=26.8;validation_b_only_pf=2.43;validation_net_profit=15.36;validation_pf=1.01;validation_b_fallback_used=0;oos_a_only_net_profit=74.17;oos_a_only_pf=1.07;oos_b_only_net_profit=37.1;oos_b_only_pf=1.51;oos_net_profit=74.17;oos_pf=1.07;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01I_logreg_a_base_no_fallback_hold6_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01I_logreg_a_base_no_fallback_hold6_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=95.63;validation_a_only_pf=1.07;validation_b_only_net_profit=43.38;validation_b_only_pf=2.34;validation_net_profit=95.63;validation_pf=1.07;validation_b_fallback_used=0;oos_a_only_net_profit=135.12;oos_a_only_pf=1.16;oos_b_only_net_profit=-74.92;oos_b_only_pf=0.57;oos_net_profit=135.12;oos_pf=1.16;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01J_logreg_a_base_no_fallback_hold12_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01J_logreg_a_base_no_fallback_hold12_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=324.13;validation_a_only_pf=1.3;validation_b_only_net_profit=49.48;validation_b_only_pf=2.76;validation_net_profit=324.13;validation_pf=1.3;validation_b_fallback_used=0;oos_a_only_net_profit=130.01;oos_a_only_pf=1.15;oos_b_only_net_profit=-19.15;oos_b_only_pf=0.87;oos_net_profit=130.01;oos_pf=1.15;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01K_logreg_a_base_no_fallback_hold18_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01K_logreg_a_base_no_fallback_hold18_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=266.68;validation_a_only_pf=1.25;validation_b_only_net_profit=-42.31;validation_b_only_pf=0.38;validation_net_profit=266.68;validation_pf=1.25;validation_b_fallback_used=0;oos_a_only_net_profit=133.78;oos_a_only_pf=1.17;oos_b_only_net_profit=61.63;oos_b_only_pf=1.44;oos_net_profit=133.78;oos_pf=1.17;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01L_logreg_a_base_no_fallback_hold24_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01L_logreg_a_base_no_fallback_hold24_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=12398;no_tier_labelable_rows=1053;validation_a_only_net_profit=454.69;validation_a_only_pf=1.52;validation_b_only_net_profit=36.22;validation_b_only_pf=2.25;validation_net_profit=454.69;validation_pf=1.52;validation_b_fallback_used=0;oos_a_only_net_profit=100.99;oos_a_only_pf=1.14;oos_b_only_net_profit=26.27;oos_b_only_pf=1.11;oos_net_profit=100.99;oos_pf=1.14;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01N_logreg_a_base_no_fallback_hold9_session_mid_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=4048;no_tier_labelable_rows=309;validation_a_only_net_profit=334.73;validation_a_only_pf=1.82;validation_b_only_net_profit=43.15;validation_b_only_pf=0;validation_net_profit=334.73;validation_pf=1.82;validation_b_fallback_used=0;oos_a_only_net_profit=203.97;oos_a_only_pf=1.71;oos_b_only_net_profit=144.13;oos_b_only_pf=3.31;oos_net_profit=203.97;oos_pf=1.71;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01O_logreg_a_base_no_fallback_hold9_session_late_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01O_logreg_a_base_no_fallback_hold9_session_late_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=5004;no_tier_labelable_rows=0;validation_a_only_net_profit=283.84;validation_a_only_pf=2.71;validation_b_only_net_profit=0;validation_b_only_pf=0;validation_net_profit=283.84;validation_pf=2.71;validation_b_fallback_used=0;oos_a_only_net_profit=-12.63;oos_a_only_pf=0.87;oos_b_only_net_profit=164.2;oos_b_only_pf=0;oos_net_profit=-12.63;oos_pf=0.87;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01M_logreg_a_base_no_fallback_hold9_session_early_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01M_logreg_a_base_no_fallback_hold9_session_early_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=3346;no_tier_labelable_rows=744;validation_a_only_net_profit=-200.19;validation_a_only_pf=0.82;validation_b_only_net_profit=21.65;validation_b_only_pf=2.21;validation_net_profit=-200.19;validation_pf=0.82;validation_b_fallback_used=0;oos_a_only_net_profit=-76.39;oos_a_only_pf=0.92;oos_b_only_net_profit=38.63;oos_b_only_pf=1.37;oos_net_profit=-76.39;oos_pf=0.92;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01P_logreg_a_base_no_fallback_hold9_session_mid_first_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1917;no_tier_labelable_rows=304;validation_a_only_net_profit=-146;validation_a_only_pf=0.79;validation_b_only_net_profit=56.14;validation_b_only_pf=0;validation_net_profit=-146;validation_pf=0.79;validation_b_fallback_used=0;oos_a_only_net_profit=115.23;oos_a_only_pf=1.37;oos_b_only_net_profit=1.71;oos_b_only_pf=1.03;oos_net_profit=115.23;oos_pf=1.37;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01Q_logreg_a_base_no_fallback_hold9_session_mid_second_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=2131;no_tier_labelable_rows=5;validation_a_only_net_profit=331.36;validation_a_only_pf=2.38;validation_b_only_net_profit=0;validation_b_only_pf=0;validation_net_profit=331.36;validation_pf=2.38;validation_b_fallback_used=0;oos_a_only_net_profit=136.54;oos_a_only_pf=1.8;oos_b_only_net_profit=190.52;oos_b_only_pf=0;oos_net_profit=136.54;oos_pf=1.8;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01R_logreg_a_base_fallback_bmacro_hold9_session_mid_second_v1,"mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_tier_b_fallback;routing_mode=tier_a_primary_tier_b_fallback;tier_b_fallback_rows=2096;tier_b_fallback_allowed_subtypes=[""B_macro_missing""];tier_b_fallback_filtered_out_rows=35;no_tier_labelable_rows=40;validation_a_only_net_profit=331.36;validation_a_only_pf=2.38;validation_b_only_net_profit=0;validation_b_only_pf=0;validation_net_profit=288.81;validation_pf=2.21;validation_b_fallback_used=442;oos_a_only_net_profit=136.54;oos_a_only_pf=1.8;oos_b_only_net_profit=190.52;oos_b_only_pf=0;oos_net_profit=128.25;oos_pf=1.71;oos_b_fallback_used=165;external_verification=completed;boundary=runtime_probe_only"
run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01S_logreg_a_base_no_fallback_hold9_session_mid_second_first_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=1223;tier_b_fallback_allowed_subtypes=NA;tier_b_fallback_filtered_out_rows=0;no_tier_labelable_rows=5;validation_a_only_net_profit=-17.45;validation_a_only_pf=0.95;validation_b_only_net_profit=0;validation_b_only_pf=0;validation_net_profit=-17.45;validation_pf=0.95;validation_b_fallback_used=0;oos_a_only_net_profit=200.05;oos_a_only_pf=1.58;oos_b_only_net_profit=189.32;oos_b_only_pf=0;oos_net_profit=200.05;oos_pf=1.58;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,10_alpha_scout__default_split_model_threshold_scan,alpha_runtime_probe,reviewed,inconclusive_single_split_scout_mt5_routed_completed,stages/10_alpha_scout__default_split_model_threshold_scan/02_runs/run01T_logreg_a_base_no_fallback_hold9_session_mid_second_second_v1,mt5_views=tier_a_only;tier_b_fallback_only;tier_a_primary_no_fallback;routing_mode=tier_a_primary_no_fallback;tier_b_fallback_rows=908;tier_b_fallback_allowed_subtypes=NA;tier_b_fallback_filtered_out_rows=0;no_tier_labelable_rows=0;validation_a_only_net_profit=262.33;validation_a_only_pf=2.37;validation_b_only_net_profit=0;validation_b_only_pf=0;validation_net_profit=262.33;validation_pf=2.37;validation_b_fallback_used=0;oos_a_only_net_profit=277.88;oos_a_only_pf=2.67;oos_b_only_net_profit=0;oos_b_only_pf=0;oos_net_profit=277.88;oos_pf=2.67;oos_b_fallback_used=0;external_verification=completed;boundary=runtime_probe_only
